省份,日期,新增确诊,新增治愈,新增死亡,累计确诊人数,累计治愈人数,累计死亡人数
湖南,2020-02-23,0,2,0,102,88,1
湖南,2020-02-25,0,2,0,102,90,1
湖南,2020-02-27,0,2,0,102,92,1
湖南,2020-02-28,0,3,0,102,95,1
湖南,2020-03-01,0,4,0,102,99,1
湖南,2020-03-02,0,1,0,102,100,1
湖南,2020-03-13,0,1,0,102,101,1
重庆,2020-01-24,3,0,0,3,0,0
重庆,2020-01-27,3,0,0,6,0,0
重庆,2020-01-28,1,0,0,7,0,0
重庆,2020-01-31,3,0,0,10,0,0
重庆,2020-02-03,2,0,0,12,0,0
重庆,2020-02-10,2,2,0,14,2,0
重庆,2020-02-11,0,1,0,14,3,0
重庆,2020-02-14,0,2,0,14,5,0
重庆,2020-02-17,0,2,0,14,7,0
重庆,2020-02-18,0,1,0,14,8,0
重庆,2020-02-20,1,2,0,15,10,0
重庆,2020-02-21,0,1,0,15,11,0
重庆,2020-02-27,0,1,0,15,12,0
重庆,2020-03-01,0,1,0,15,13,0
重庆,2020-03-03,0,1,0,15,14,0
重庆,2020-03-09,0,1,0,15,15,0
湖北,2020-01-24,5,0,0,5,0,0
湖北,2020-01-25,31,0,0,36,0,0
湖北,2020-01-26,16,0,0,52,0,0
湖北,2020-01-27,18,0,0,70,0,0
湖北,2020-01-28,46,0,0,116,0,0
湖北,2020-01-29,27,0,0,143,0,0
湖北,2020-01-30,85,0,0,228,0,0
湖北,2020-01-31,76,0,1,304,0,1
湖北,2020-02-01,80,3,2,384,3,3
湖北,2020-02-02,74,0,2,458,3,5
湖北,2020-02-03,183,0,1,641,3,6
湖北,2020-02-04,65,6,2,706,9,8
湖北,2020-02-05,128,0,1,834,9,9
湖北,2020-02-06,81,0,0,915,9,9
湖北,2020-02-07,38,14,0,953,23,9
湖北,2020-02-08,31,0,0,984,23,9
湖北,2020-02-09,65,0,1,1049,23,10
湖北,2020-02-10,46,3,2,1095,26,12
湖北,2020-02-11,34,25,0,1129,51,12
湖北,2020-02-12,31,11,2,1160,62,14
湖北,2020-02-13,46,10,2,1206,72,16
湖北,2020-02-14,26,24,3,1232,96,19
湖北,2020-02-15,22,17,3,1254,113,22
湖北,2020-02-16,13,27,2,1267,140,24
湖北,2020-02-17,11,58,1,1278,198,25
湖北,2020-02-18,2,56,1,1280,254,26
湖北,2020-02-19,8,54,1,1288,308,27
湖北,2020-02-20,4,78,1,1292,386,28
湖北,2020-02-21,4,57,1,1296,443,29
湖北,2020-02-22,4,55,1,1300,498,30
湖北,2020-02-23,3,53,3,1303,551,33
湖北,2020-02-24,2,50,3,1305,601,36
湖北,2020-02-25,1,51,1,1306,652,37
湖北,2020-02-26,1,41,0,1307,693,37
湖北,2020-02-27,0,47,1,1307,740,38
湖北,2020-02-28,0,57,2,1307,797,40
湖北,2020-02-29,0,38,0,1307,835,40
湖北,2020-03-01,0,30,0,1307,865,40
湖北,2020-03-02,0,28,2,1307,893,42
湖北,2020-03-03,0,44,0,1307,937,42
湖北,2020-03-04,0,38,0,1307,975,42
湖北,2020-03-05,0,35,0,1307,1010,42
湖北,2020-03-06,0,38,1,1307,1048,43
湖北,2020-03-07,0,29,0,1307,1077,43
湖北,2020-03-08,0,27,1,1307,1104,44
湖北,2020-03-09,0,22,0,1307,1126,44
湖北,2020-03-10,0,25,0,1307,1151,44
湖北,2020-03-11,0,16,1,1307,1167,45
湖北,2020-03-12,0,14,0,1307,1181,45
湖北,2020-03-13,0,11,0,1307,1192,45
湖北,2020-03-14,0,21,0,1307,1213,45
湖北,2020-03-15,0,8,0,1307,1221,45
湖北,2020-03-17,0,1,0,1307,1222,45
湖北,2020-03-18,0,4,0,1307,1226,45
湖北,2020-03-19,0,10,0,1307,1236,45
湖北,2020-03-20,0,6,0,1307,1242,45
湖北,2020-03-21,0,10,0,1307,1252,45
湖北,2020-03-22,0,1,0,1307,1253,45
湖北,2020-03-23,0,5,0,1307,1258,45
湖北,2020-03-24,0,2,0,1307,1260,45
湖北,2020-03-25,0,2,0,1307,1262,45
湖北,2020-01-24,3,0,0,3,0,0
湖北,2020-01-25,2,0,0,5,0,0
湖北,2020-01-26,8,0,0,13,0,0
湖北,2020-01-27,10,0,2,23,0,2
湖北,2020-01-28,11,0,1,34,0,3
湖北,2020-01-29,10,0,0,44,0,3
湖北,2020-01-30,23,0,3,67,0,6
湖北,2020-01-31,15,0,1,82,0,7
湖北,2020-02-01,17,0,0,99,0,7
湖北,2020-02-02,16,0,3,115,0,10
湖北,2020-02-03,2,0,0,117,0,10
湖北,2020-02-04,11,0,0,128,0,10
湖北,2020-02-05,10,1,0,138,1,10
湖北,2020-02-06,25,0,0,163,1,10
湖北,2020-02-07,16,0,0,179,1,10
湖北,2020-02-08,18,0,0,197,1,10
湖北,2020-02-09,20,9,0,217,10,10
湖北,2020-02-10,44,2,0,261,12,10
湖北,2020-02-11,32,0,0,293,12,10
湖北,2020-02-12,69,1,0,362,13,10
湖北,2020-02-13,54,8,0,416,21,10
湖北,2020-02-14,6,0,0,422,21,10
湖北,2020-02-15,25,6,0,447,27,10
湖北,2020-02-16,38,12,0,485,39,10
湖北,2020-02-17,1,16,1,486,55,11
湖北,2020-02-18,0,18,0,486,73,11
湖北,2020-02-19,2,60,1,488,133,12
湖北,2020-02-20,4,32,0,492,165,12
湖北,2020-02-21,1,33,0,493,198,12
湖北,2020-02-22,1,34,1,494,232,13
湖北,2020-02-23,0,26,0,494,258,13
湖北,2020-02-24,1,24,0,495,282,13
湖北,2020-02-25,1,4,0,496,286,13
湖北,2020-02-26,0,21,0,496,307,13
湖北,2020-02-27,0,25,0,496,332,13
湖北,2020-02-28,0,30,0,496,362,13
湖北,2020-02-29,0,9,0,496,371,13
湖北,2020-03-01,0,22,1,496,393,14
湖北,2020-03-02,0,21,0,496,414,14
湖北,2020-03-03,0,7,0,496,421,14
湖北,2020-03-04,0,14,1,496,435,15
湖北,2020-03-05,0,7,0,496,442,15
湖北,2020-03-06,0,9,0,496,451,15
湖北,2020-03-07,0,6,0,496,457,15
湖北,2020-03-08,0,4,0,496,461,15
湖北,2020-03-09,0,10,0,496,471,15
湖北,2020-03-10,0,2,0,496,473,15
湖北,2020-03-11,0,1,0,496,474,15
湖北,2020-03-12,0,2,0,496,476,15
湖北,2020-03-14,0,1,0,496,477,15
湖北,2020-03-17,0,1,0,496,478,15
湖北,2020-03-18,0,1,0,496,479,15
湖北,2020-03-20,0,2,0,496,481,15
辽宁,2020-01-24,2,0,0,2,0,0
辽宁,2020-02-02,1,0,0,3,0,0
辽宁,2020-02-09,1,0,0,4,0,0
辽宁,2020-02-11,3,1,0,7,1,0
辽宁,2020-02-16,0,1,0,7,2,0
辽宁,2020-02-23,0,1,0,7,3,0
辽宁,2020-02-24,0,2,0,7,5,0
辽宁,2020-03-01,0,1,0,7,6,0
辽宁,2020-03-12,0,1,0,7,7,0
陕西,2020-01-24,3,0,0,3,0,0
陕西,2020-01-25,2,0,0,5,0,0
陕西,2020-02-01,1,0,0,6,0,0
陕西,2020-02-02,1,0,0,7,0,0
陕西,2020-02-06,1,1,0,8,1,0
陕西,2020-02-07,0,2,0,8,3,0
陕西,2020-02-08,0,1,0,8,4,0
陕西,2020-02-19,0,2,0,8,6,0
陕西,2020-03-02,0,1,0,8,7,0
陕西,2020-03-11,0,1,0,8,8,0
安徽,2020-01-24,3,0,0,3,0,0
安徽,2020-01-27,6,0,0,9,0,0
安徽,2020-01-29,1,0,0,10,0,0
安徽,2020-01-30,4,0,0,14,0,0
安徽,2020-01-31,2,0,0,16,0,0
安徽,2020-02-02,2,0,0,18,0,0
安徽,2020-02-03,1,1,0,19,1,0
安徽,2020-02-05,1,0,0,20,1,0
安徽,2020-02-06,2,1,0,22,2,0
安徽,2020-02-07,1,3,0,23,5,0
安徽,2020-02-08,1,2,0,24,7,0
安徽,2020-02-09,1,0,0,25,7,0
安徽,2020-02-10,2,0,0,27,7,0
安徽,2020-02-12,1,2,0,28,9,0
安徽,2020-02-13,0,1,0,28,10,0
安徽,2020-02-17,1,1,0,29,11,0
安徽,2020-02-18,0,1,0,29,12,0
安徽,2020-02-21,0,1,0,29,13,0
安徽,2020-02-22,0,1,0,29,14,0
安徽,2020-02-23,0,1,0,29,15,0
安徽,2020-02-24,0,3,0,29,18,0
安徽,2020-02-25,0,4,0,29,22,0
安徽,2020-02-27,0,4,0,29,26,0
安徽,2020-02-28,0,2,0,29,28,0
安徽,2020-02-29,0,1,0,29,29,0
安徽,2020-01-24,1,0,0,1,0,0
安徽,2020-01-25,2,0,0,3,0,0
安徽,2020-01-26,3,0,0,6,0,0
安徽,2020-01-27,3,0,0,9,0,0
安徽,2020-01-28,2,0,0,11,0,0
安徽,2020-01-29,3,0,0,14,0,0
安徽,2020-01-31,1,0,0,15,0,0
安徽,2020-02-01,1,0,0,16,0,0
安徽,2020-02-02,0,1,0,16,1,0
安徽,2020-02-03,5,0,0,21,1,0
安徽,2020-02-04,2,0,0,23,1,0
安徽,2020-02-05,3,1,0,26,2,0
安徽,2020-02-06,1,0,0,27,2,0
安徽,2020-02-07,2,1,0,29,3,0
安徽,2020-02-09,1,0,0,30,3,0
安徽,2020-02-10,1,0,0,31,3,0
安徽,2020-02-11,0,1,0,31,4,0
安徽,2020-02-13,0,1,0,31,5,0
安徽,2020-02-14,0,3,0,31,8,0
安徽,2020-02-15,0,3,0,31,11,0
安徽,2020-02-16,0,2,0,31,13,0
安徽,2020-02-17,2,0,0,33,13,0
安徽,2020-02-18,0,4,0,33,17,0
安徽,2020-02-20,0,4,0,33,21,0
安徽,2020-02-21,0,4,0,33,25,0
安徽,2020-02-23,0,2,0,33,27,0
安徽,2020-02-25,0,1,0,33,28,0
安徽,2020-02-27,1,2,0,34,30,0
安徽,2020-02-29,0,1,0,34,31,0
安徽,2020-03-02,0,2,0,34,33,0
安徽,2020-03-08,0,1,0,34,34,0
云南,2020-01-24,1,0,0,1,0,0
云南,2020-01-27,5,0,0,6,0,0
云南,2020-01-29,4,0,0,10,0,0
云南,2020-01-30,2,0,0,12,0,0
云南,2020-02-02,1,0,0,13,0,0
云南,2020-02-03,0,1,0,13,1,0
云南,2020-02-04,1,0,0,14,1,0
云南,2020-02-05,1,0,0,15,1,0
云南,2020-02-07,0,1,0,15,2,0
云南,2020-02-14,0,1,0,15,3,0
云南,2020-02-17,0,1,0,15,4,0
云南,2020-02-20,0,0,1,15,4,1
云南,2020-02-22,0,5,0,15,9,1
云南,2020-02-23,0,3,0,15,12,1
云南,2020-02-27,0,2,0,15,14,1
内蒙古,2020-01-24,1,0,0,1,0,0
内蒙古,2020-01-25,1,0,0,2,0,0
内蒙古,2020-02-05,0,1,0,2,1,0
内蒙古,2020-02-12,1,0,0,3,1,0
内蒙古,2020-02-13,2,0,0,5,1,0
内蒙古,2020-02-14,1,0,0,6,1,0
内蒙古,2020-02-16,2,0,0,8,1,0
内蒙古,2020-02-18,1,0,0,9,1,0
内蒙古,2020-02-23,0,1,0,9,2,0
内蒙古,2020-02-29,0,1,0,9,3,0
内蒙古,2020-03-03,0,5,0,9,8,0
内蒙古,2020-03-08,0,1,0,9,9,0
河南,2020-01-24,1,0,0,1,0,0
河南,2020-01-25,2,0,0,3,0,0
河南,2020-01-26,1,0,0,4,0,0
河南,2020-01-27,2,0,0,6,0,0
河南,2020-01-28,1,0,0,7,0,0
河南,2020-01-29,5,0,0,12,0,0
河南,2020-01-30,5,0,0,17,0,0
河南,2020-01-31,6,0,0,23,0,0
河南,2020-02-02,4,0,0,27,0,0
河南,2020-02-03,6,0,0,33,0,0
河南,2020-02-04,6,2,0,39,2,0
河南,2020-02-05,2,0,0,41,2,0
河南,2020-02-06,0,2,0,41,4,0
河南,2020-02-07,2,0,0,43,4,0
河南,2020-02-08,1,2,1,44,6,1
河南,2020-02-09,2,1,0,46,7,1
河南,2020-02-10,2,0,0,48,7,1
河南,2020-02-11,5,0,1,53,7,2
河南,2020-02-12,1,0,0,54,7,2
河南,2020-02-13,1,1,0,55,8,2
河南,2020-02-14,0,2,0,55,10,2
河南,2020-02-15,1,2,0,56,12,2
河南,2020-02-16,1,9,0,57,21,2
河南,2020-02-19,0,5,0,57,26,2
河南,2020-02-20,0,4,0,57,30,2
河南,2020-02-22,0,7,0,57,37,2
河南,2020-02-23,0,3,0,57,40,2
河南,2020-02-24,0,8,0,57,48,2
河南,2020-02-25,0,1,0,57,49,2
河南,2020-02-27,0,2,0,57,51,2
河南,2020-02-28,0,2,0,57,53,2
江苏,2020-01-24,1,0,0,1,0,0
江苏,2020-01-27,2,0,0,3,0,0
江苏,2020-01-28,1,0,0,4,0,0
江苏,2020-01-30,3,0,0,7,0,0
江苏,2020-01-31,1,0,0,8,0,0
江苏,2020-02-02,1,0,0,9,0,0
江苏,2020-02-03,1,0,0,10,0,0
江苏,2020-02-04,1,0,0,11,0,0
江苏,2020-02-06,1,0,0,12,0,0
江苏,2020-02-10,0,3,0,12,3,0
江苏,2020-02-11,0,3,0,12,6,0
江苏,2020-02-15,1,1,0,13,7,0
江苏,2020-02-21,0,1,0,13,8,0
江苏,2020-02-23,0,1,0,13,9,0
江苏,2020-02-24,0,2,0,13,11,0
江苏,2020-02-27,0,1,0,13,12,0
江苏,2020-03-02,0,1,0,13,13,0
山东,2020-01-24,2,0,0,2,0,0
山东,2020-01-26,2,0,0,4,0,0
山东,2020-01-27,4,0,0,8,0,0
山东,2020-01-28,2,0,0,10,0,0
山东,2020-01-29,3,0,0,13,0,0
山东,2020-01-30,5,0,0,18,0,0
山东,2020-01-31,2,0,0,20,0,0
山东,2020-02-02,2,0,0,22,0,0
山东,2020-02-03,4,0,0,26,0,0
山东,2020-02-05,3,0,0,29,0,0
山东,2020-02-06,2,2,0,31,2,0
山东,2020-02-07,3,0,0,34,2,0
山东,2020-02-08,2,0,0,36,2,0
山东,2020-02-09,3,1,0,39,3,0
山东,2020-02-10,2,0,0,41,3,0
山东,2020-02-11,2,0,0,43,3,0
山东,2020-02-12,3,4,0,46,7,0
山东,2020-02-13,0,3,0,46,10,0
山东,2020-02-14,0,2,0,46,12,0
山东,2020-02-15,0,1,0,46,13,0
山东,2020-02-16,1,0,0,47,13,0
山东,2020-02-19,0,2,0,47,15,0
山东,2020-02-20,0,2,0,47,17,0
山东,2020-02-21,0,1,0,47,18,0
山东,2020-02-22,0,1,0,47,19,0
山东,2020-02-24,0,1,0,47,20,0
山东,2020-02-25,0,3,0,47,23,0
山东,2020-02-26,0,3,0,47,26,0
山东,2020-02-27,0,2,0,47,28,0
山东,2020-02-28,0,2,0,47,30,0
山东,2020-02-29,0,1,0,47,31,0
山东,2020-03-01,0,2,0,47,33,0
山东,2020-03-02,0,2,0,47,35,0
山东,2020-03-03,0,2,0,47,37,0
山东,2020-03-04,0,2,0,47,39,0
山东,2020-03-06,0,1,0,47,40,0
山东,2020-03-07,0,1,0,47,41,0
山东,2020-03-08,0,1,0,47,42,0
山东,2020-03-09,0,1,0,47,43,0
山东,2020-03-10,0,1,0,47,44,0
山东,2020-03-11,0,3,0,47,47,0
江苏,2020-01-24,1,0,0,1,0,0
江苏,2020-01-28,5,0,0,6,0,0
江苏,2020-01-30,2,0,0,8,0,0
江苏,2020-01-31,5,0,0,13,0,0
江苏,2020-02-01,2,0,0,15,0,0
江苏,2020-02-05,1,2,0,16,2,0
江苏,2020-02-06,0,1,0,16,3,0
江苏,2020-02-07,1,0,0,17,3,0
江苏,2020-02-09,1,0,0,18,3,0
江苏,2020-02-11,3,0,0,21,3,0
江苏,2020-02-12,4,3,0,25,6,0
江苏,2020-02-13,1,0,0,26,6,0
江苏,2020-02-14,1,0,0,27,6,0
江苏,2020-02-15,0,3,0,27,9,0
江苏,2020-02-16,0,3,0,27,12,0
江苏,2020-02-17,0,2,0,27,14,0
江苏,2020-02-18,0,4,0,27,18,0
江苏,2020-02-19,0,2,0,27,20,0
江苏,2020-02-23,0,4,0,27,24,0
江苏,2020-02-26,0,1,0,27,25,0
江苏,2020-02-28,0,2,0,27,27,0
江西,2020-01-24,1,0,0,1,0,0
江西,2020-01-25,4,0,0,5,0,0
江西,2020-01-26,1,0,0,6,0,0
江西,2020-01-27,4,0,0,10,0,0
江西,2020-01-28,4,0,0,14,0,0
江西,2020-01-30,12,0,0,26,0,0
江西,2020-01-31,3,1,0,29,1,0
江西,2020-02-01,2,0,0,31,1,0
江西,2020-02-02,5,0,0,36,1,0
江西,2020-02-03,9,1,0,45,2,0
江西,2020-02-04,3,2,0,48,4,0
江西,2020-02-05,6,0,0,54,4,0
江西,2020-02-06,8,1,0,62,5,0
江西,2020-02-07,5,1,0,67,6,0
江西,2020-02-08,6,0,0,73,6,0
江西,2020-02-09,4,4,0,77,10,0
江西,2020-02-10,6,0,0,83,10,0
江西,2020-02-11,5,6,0,88,16,0
江西,2020-02-12,7,0,0,95,16,0
江西,2020-02-13,6,2,0,101,18,0
江西,2020-02-14,1,2,0,102,20,0
江西,2020-02-15,2,0,0,104,20,0
江西,2020-02-16,2,4,0,106,24,0
江西,2020-02-17,0,6,0,106,30,0
江西,2020-02-18,0,3,0,106,33,0
江西,2020-02-19,0,9,0,106,42,0
江西,2020-02-20,0,11,0,106,53,0
江西,2020-02-21,0,5,0,106,58,0
江西,2020-02-22,0,14,0,106,72,0
江西,2020-02-23,0,4,0,106,76,0
江西,2020-02-24,0,8,0,106,84,0
江西,2020-02-25,0,6,0,106,90,0
江西,2020-02-26,0,5,0,106,95,0
江西,2020-02-27,0,1,0,106,96,0
江西,2020-02-29,0,8,0,106,104,0
江西,2020-03-02,0,1,0,106,105,0
江西,2020-03-03,0,1,0,106,106,0
湖南,2020-01-24,4,0,0,4,0,0
湖南,2020-01-26,3,0,0,7,0,0
湖南,2020-01-27,3,0,0,10,0,0
湖南,2020-01-28,4,0,0,14,0,0
湖南,2020-01-29,3,0,0,17,0,0
湖南,2020-01-30,3,0,0,20,0,0
湖南,2020-01-31,4,0,0,24,0,0
湖南,2020-02-01,3,0,0,27,0,0
湖南,2020-02-02,3,0,0,30,0,0
湖南,2020-02-03,5,1,0,35,1,0
湖南,2020-02-04,5,0,0,40,1,0
湖南,2020-02-05,1,5,0,41,6,0
湖南,2020-02-06,2,0,0,43,6,0
湖南,2020-02-07,1,0,0,44,6,0
湖南,2020-02-08,2,4,0,46,10,0
湖南,2020-02-09,7,5,0,53,15,0
湖南,2020-02-10,1,1,0,54,16,0
湖南,2020-02-11,4,6,0,58,22,0
湖南,2020-02-12,1,0,0,59,22,0
湖南,2020-02-14,0,2,0,59,24,0
湖南,2020-02-15,0,1,0,59,25,0
湖南,2020-02-16,0,2,0,59,27,0
湖南,2020-02-17,0,3,0,59,30,0
湖南,2020-02-18,0,1,0,59,31,0
湖南,2020-02-19,0,4,0,59,35,0
湖南,2020-02-20,0,13,0,59,48,0
湖南,2020-02-21,0,3,0,59,51,0
湖南,2020-02-22,0,1,0,59,52,0
湖南,2020-02-24,0,3,0,59,55,0
湖南,2020-02-25,0,1,0,59,56,0
湖南,2020-02-27,0,2,0,59,58,0
湖南,2020-02-28,1,0,0,60,58,0
湖南,2020-02-29,0,1,0,60,59,0
湖南,2020-03-08,0,1,0,60,60,0
广西,2020-01-24,1,0,0,1,0,0
广西,2020-01-26,1,0,0,2,0,0
广西,2020-01-30,2,0,0,4,0,0
广西,2020-01-31,1,0,0,5,0,0
广西,2020-02-01,2,0,0,7,0,0
广西,2020-02-02,1,0,0,8,0,0
广西,2020-02-05,0,1,0,8,1,0
广西,2020-02-07,1,0,0,9,1,0
广西,2020-02-14,1,0,0,10,1,0
广西,2020-02-17,0,1,0,10,2,0
广西,2020-02-18,1,2,0,11,4,0
广西,2020-02-22,0,2,0,11,6,0
广西,2020-02-25,0,1,0,11,7,0
广西,2020-03-02,0,4,0,11,11,0
山西,2020-01-24,2,0,0,2,0,0
山西,2020-01-27,1,0,0,3,0,0
山西,2020-01-28,1,0,0,4,0,0
山西,2020-01-29,3,0,0,7,0,0
山西,2020-01-30,1,0,0,8,0,0
山西,2020-01-31,2,0,0,10,0,0
山西,2020-02-02,3,1,0,13,1,0
山西,2020-02-03,3,0,0,16,1,0
山西,2020-02-04,1,0,0,17,1,0
山西,2020-02-08,1,3,0,18,4,0
山西,2020-02-10,1,0,0,19,4,0
山西,2020-02-11,0,2,0,19,6,0
山西,2020-02-12,0,2,0,19,8,0
山西,2020-02-14,0,2,0,19,10,0
山西,2020-02-15,0,3,0,19,13,0
山西,2020-02-18,0,1,0,19,14,0
山西,2020-02-20,0,2,0,19,16,0
山西,2020-02-23,0,1,0,19,17,0
山西,2020-02-25,0,1,0,19,18,0
山西,2020-03-10,0,1,0,19,19,0
山西,2020-01-24,1,0,0,1,0,0
山西,2020-01-29,2,0,0,3,0,0
山西,2020-02-05,2,0,0,5,0,0
山西,2020-02-08,2,0,0,7,0,0
山西,2020-02-11,1,0,0,8,0,0
山西,2020-02-16,0,1,0,8,1,0
山西,2020-02-20,0,1,0,8,2,0
山西,2020-02-21,0,1,0,8,3,0
山西,2020-02-24,0,2,0,8,5,0
山西,2020-02-26,0,2,0,8,7,0
山西,2020-03-02,0,1,0,8,8,0
河南,2020-01-24,2,0,0,2,0,0
河南,2020-01-25,5,0,0,7,0,0
河南,2020-01-26,2,0,0,9,0,0
河南,2020-01-27,1,0,0,10,0,0
河南,2020-01-28,6,0,0,16,0,0
河南,2020-01-29,9,0,0,25,0,0
河南,2020-01-30,5,0,0,30,0,0
河南,2020-01-31,10,0,0,40,0,0
河南,2020-02-01,6,0,0,46,0,0
河南,2020-02-02,12,0,0,58,0,0
河南,2020-02-03,14,0,0,72,0,0
河南,2020-02-04,10,0,0,82,0,0
河南,2020-02-05,16,2,0,98,2,0
河南,2020-02-06,8,0,0,106,2,0
河南,2020-02-07,7,2,0,113,4,0
河南,2020-02-08,3,5,0,116,9,0
河南,2020-02-09,7,4,0,123,13,0
河南,2020-02-10,3,6,0,126,19,0
河南,2020-02-11,2,1,0,128,20,0
河南,2020-02-12,6,0,0,134,20,0
河南,2020-02-13,3,0,0,137,20,0
河南,2020-02-14,1,0,0,138,20,0
河南,2020-02-17,1,0,0,139,20,0
河南,2020-02-18,0,3,0,139,23,0
河南,2020-02-19,0,28,0,139,51,0
河南,2020-02-20,0,13,0,139,64,0
河南,2020-02-21,0,7,0,139,71,0
河南,2020-02-22,0,10,0,139,81,0
河南,2020-02-23,0,23,0,139,104,0
河南,2020-02-24,0,20,0,139,124,0
河南,2020-02-25,0,2,0,139,126,0
河南,2020-02-26,0,2,0,139,128,0
河南,2020-02-27,0,4,0,139,132,0
河南,2020-02-28,0,5,0,139,137,0
四川,2020-01-24,1,0,0,1,0,0
四川,2020-01-26,1,0,0,2,0,0
四川,2020-01-27,5,0,0,7,0,0
四川,2020-01-30,2,0,0,9,0,0
四川,2020-02-07,0,2,0,9,2,0
四川,2020-02-18,0,2,0,9,4,0
四川,2020-02-20,0,3,0,9,7,0
四川,2020-02-25,0,1,0,9,8,0
四川,2020-02-27,0,1,0,9,9,0
河南,2020-01-25,3,0,0,3,0,0
河南,2020-01-26,4,0,0,7,0,0
河南,2020-01-27,4,0,0,11,0,0
河南,2020-01-28,3,0,0,14,0,0
河南,2020-01-29,3,0,0,17,0,0
河南,2020-01-30,4,0,0,21,0,0
河南,2020-01-31,4,0,0,25,0,0
河南,2020-02-02,4,0,0,29,0,0
河南,2020-02-03,4,0,0,33,0,0
河南,2020-02-04,2,1,0,35,1,0
河南,2020-02-05,2,0,0,37,1,0
河南,2020-02-06,3,0,0,40,1,0
河南,2020-02-07,3,1,0,43,2,0
河南,2020-02-08,1,0,0,44,2,0
河南,2020-02-09,1,0,0,45,2,0
河南,2020-02-10,1,7,0,46,9,0
河南,2020-02-11,3,0,0,49,9,0
河南,2020-02-12,1,0,0,50,9,0
河南,2020-02-13,0,3,0,50,12,0
河南,2020-02-14,1,0,0,51,12,0
河南,2020-02-15,0,1,0,51,13,0
河南,2020-02-16,0,1,0,51,14,0
河南,2020-02-17,1,4,0,52,18,0
河南,2020-02-19,1,2,0,53,20,0
河南,2020-02-20,0,8,0,53,28,0
河南,2020-02-21,0,3,0,53,31,0
河南,2020-02-22,0,3,0,53,34,0
河南,2020-02-23,0,3,0,53,37,0
河南,2020-02-24,0,4,0,53,41,0
河南,2020-02-26,0,2,0,53,43,0
河南,2020-03-03,0,1,0,53,44,0
河南,2020-03-07,0,2,0,53,46,0
河南,2020-03-11,0,3,0,53,49,0
河南,2020-03-16,0,4,0,53,53,0
山东,2020-01-25,1,0,0,1,0,0
山东,2020-01-26,2,0,0,3,0,0
山东,2020-01-27,1,0,0,4,0,0
山东,2020-01-28,2,0,0,6,0,0
山东,2020-01-29,1,0,0,7,0,0
山东,2020-01-30,2,0,0,9,0,0
山东,2020-02-01,1,0,0,10,0,0
山东,2020-02-03,1,0,0,11,0,0
山东,2020-02-04,0,2,0,11,2,0
山东,2020-02-06,0,1,0,11,3,0
山东,2020-02-07,0,1,0,11,4,0
山东,2020-02-10,0,1,0,11,5,0
山东,2020-02-11,1,1,0,12,6,0
山东,2020-02-13,2,0,0,14,6,0
山东,2020-02-14,0,2,0,14,8,0
山东,2020-02-15,0,1,0,14,9,0
山东,2020-02-16,1,0,0,15,9,0
山东,2020-02-17,0,1,0,15,10,0
山东,2020-02-19,0,1,0,15,11,0
山东,2020-02-26,0,1,0,15,12,0
山东,2020-03-01,0,1,0,15,13,0
山东,2020-03-03,0,1,0,15,14,0
山东,2020-03-06,0,1,0,15,15,0
海南,2020-01-25,1,0,0,1,0,0
海南,2020-01-26,1,0,0,2,0,0
海南,2020-01-27,0,0,1,2,0,1
海南,2020-02-03,1,0,0,3,0,1
海南,2020-02-04,1,0,0,4,0,1
海南,2020-02-06,2,1,0,6,1,1
海南,2020-02-07,1,0,0,7,1,1
海南,2020-02-11,1,0,0,8,1,1
海南,2020-02-14,1,1,0,9,2,1
海南,2020-02-18,0,3,0,9,5,1
海南,2020-02-21,0,1,0,9,6,1
海南,2020-02-27,0,1,0,9,7,1
海南,2020-03-03,0,1,0,9,8,1
内蒙古,2020-01-25,1,0,0,1,0,0
内蒙古,2020-01-27,1,0,0,2,0,0
内蒙古,2020-02-04,1,0,0,3,0,0
内蒙古,2020-02-06,1,0,0,4,0,0
内蒙古,2020-02-07,0,1,0,4,1,0
内蒙古,2020-02-11,1,0,0,5,1,0
内蒙古,2020-02-12,0,1,0,5,2,0
内蒙古,2020-02-13,2,0,0,7,2,0
内蒙古,2020-02-15,2,0,0,9,2,0
内蒙古,2020-02-18,0,1,0,9,3,0
内蒙古,2020-02-25,0,1,0,9,4,0
内蒙古,2020-02-26,0,1,0,9,5,0
内蒙古,2020-02-27,0,3,0,9,8,0
内蒙古,2020-03-08,0,1,0,9,9,0
云南,2020-01-25,1,0,0,1,0,0
云南,2020-01-27,2,0,0,3,0,0
云南,2020-01-29,1,0,0,4,0,0
云南,2020-01-30,2,0,0,6,0,0
云南,2020-02-01,1,1,0,7,1,0
云南,2020-02-05,1,0,0,8,1,0
云南,2020-02-06,3,0,0,11,1,0
云南,2020-02-07,0,1,0,11,2,0
云南,2020-02-10,2,0,0,13,2,0
云南,2020-02-12,0,1,0,13,3,0
云南,2020-02-14,0,3,0,13,6,0
云南,2020-02-18,0,4,0,13,10,0
云南,2020-02-22,0,1,0,13,11,0
云南,2020-02-24,0,1,0,13,12,0
云南,2020-02-29,0,1,0,13,13,0
重庆,2020-01-25,1,0,0,1,0,0
重庆,2020-01-29,1,0,0,2,0,0
重庆,2020-01-30,2,0,0,4,0,0
重庆,2020-02-02,1,0,0,5,0,0
重庆,2020-02-03,2,0,0,7,0,0
重庆,2020-02-06,1,0,0,8,0,0
重庆,2020-02-07,2,0,0,10,0,0
