,日期,城市,新增确诊,新增治愈,新增死亡,累计确诊人数,累计治愈人数,累计死亡人数
2018,2020-02-02,常德,3,0,0,45,0,0
2019,2020-02-02,潮州,1,0,0,4,0,0
2020,2020-02-02,郴州,3,0,0,21,1,0
2021,2020-02-02,成都,4,7,0,77,10,1
2022,2020-02-02,滁州,2,0,0,8,0,0
2023,2020-02-02,楚雄,2,0,0,2,0,0
2024,2020-02-02,达州,2,0,0,11,0,0
2025,2020-02-02,大连,2,0,0,12,1,0
2026,2020-02-02,大庆,3,0,0,11,0,0
2027,2020-02-02,大同,1,0,0,9,0,0
2028,2020-02-02,大兴区,7,0,0,28,2,0
2029,2020-02-02,大足区,1,0,0,5,0,0
2030,2020-02-02,儋州,1,0,0,7,0,0
2031,2020-02-02,德宏州,1,0,0,4,0,0
2032,2020-02-02,垫江县,1,0,0,12,0,0
2033,2020-02-02,定西,0,1,0,3,1,0
2034,2020-02-02,东莞,4,0,0,31,0,0
2035,2020-02-02,鄂尔多斯,3,0,0,9,0,0
2036,2020-02-02,鄂州,28,2,2,306,2,15
2037,2020-02-02,恩施州,6,4,0,111,5,0
2038,2020-02-02,防城港,1,0,0,9,1,0
2039,2020-02-02,房山区,2,0,0,4,0,0
2040,2020-02-02,丰台区,1,0,0,17,0,0
2041,2020-02-02,奉节县,1,0,0,9,0,0
2042,2020-02-02,佛山,4,0,0,43,1,0
2043,2020-02-02,涪陵区,1,0,0,2,0,0
2044,2020-02-02,福州,3,0,0,47,0,0
2045,2020-02-02,抚州,5,0,0,29,0,0
2046,2020-02-02,阜新,1,0,0,3,0,0
2047,2020-02-02,阜阳,6,0,0,65,0,0
2048,2020-02-02,甘孜,1,0,0,6,0,0
2049,2020-02-02,赣州,1,0,0,35,1,0
2050,2020-02-02,高新区,1,0,0,1,0,0
2051,2020-02-02,广安,1,1,0,21,1,0
2052,2020-02-02,广州,14,0,0,189,3,0
2053,2020-02-02,贵港,1,0,0,5,0,0
2054,2020-02-02,贵阳,1,0,0,7,1,0
2055,2020-02-02,桂林,1,0,0,24,0,0
2056,2020-02-02,哈尔滨,11,0,0,45,2,0
2057,2020-02-02,海北州,1,0,0,1,0,0
2058,2020-02-02,海淀区,1,0,0,42,0,0
2059,2020-02-02,海口,2,0,0,13,0,0
2060,2020-02-02,杭州,8,0,0,118,2,0
2061,2020-02-02,合川区,1,0,0,9,0,0
2062,2020-02-02,合肥,16,0,0,75,2,0
2063,2020-02-02,和平区,1,0,0,4,0,0
2064,2020-02-02,河东区,3,0,0,9,0,0
2065,2020-02-02,菏泽,1,0,0,9,0,0
2066,2020-02-02,贺州,1,0,0,4,0,0
2067,2020-02-02,衡阳,2,3,0,32,3,0
2068,2020-02-02,红桥区,0,1,0,2,1,0
2069,2020-02-02,呼和浩特,2,0,0,4,0,0
2070,2020-02-02,湖州,3,0,0,9,0,0
2071,2020-02-02,怀化,1,0,0,32,1,0
2072,2020-02-02,怀柔区,2,0,0,3,0,0
2073,2020-02-02,淮安,5,0,0,18,1,0
2074,2020-02-02,淮北,2,0,0,8,0,0
2075,2020-02-02,淮南,1,0,0,7,0,0
2076,2020-02-02,黄冈,244,5,2,1246,34,17
2077,2020-02-02,黄石,82,8,0,334,9,2
2078,2020-02-02,惠州,5,0,0,28,1,0
2079,2020-02-02,鸡西,2,0,0,6,0,0
2080,2020-02-02,吉安,1,0,0,13,1,0
2081,2020-02-02,吉林,1,0,0,4,0,0
2082,2020-02-02,济南,3,0,0,22,0,0
2083,2020-02-02,济宁,4,0,0,18,1,0
2084,2020-02-02,济源,2,0,0,2,0,0
2085,2020-02-02,江北区,3,0,0,16,0,0
2086,2020-02-02,江门,1,0,0,4,0,0
2087,2020-02-02,焦作,1,0,0,8,0,0
2088,2020-02-02,金华,2,3,0,36,6,0
2089,2020-02-02,晋城,3,0,0,6,0,0
2090,2020-02-02,晋中,2,0,0,15,0,0
2091,2020-02-02,荆门,16,3,4,345,6,11
2092,2020-02-02,荆州,166,2,2,499,4,6
2093,2020-02-02,九江,9,2,0,64,2,0
2094,2020-02-02,九龙坡区,2,0,0,13,0,1
2095,2020-02-02,开州区,1,0,0,17,0,0
2096,2020-02-02,昆明,1,0,0,32,0,0
2097,2020-02-02,兰州,3,2,0,26,2,0
2098,2020-02-02,廊坊,1,0,0,12,1,0
2099,2020-02-02,丽江,1,0,0,7,0,0
2100,2020-02-02,丽水,2,0,0,16,1,0
2101,2020-02-02,连云港,1,0,0,14,1,0
2102,2020-02-02,凉山,1,0,0,6,0,0
2103,2020-02-02,梁平区,1,0,0,3,0,0
2104,2020-02-02,辽阳,1,0,0,2,0,0
2105,2020-02-02,临夏,1,0,0,3,0,0
2106,2020-02-02,柳州,2,0,0,14,0,0
2107,2020-02-02,六安,7,0,0,20,1,0
2108,2020-02-02,六盘水,1,0,0,9,0,0
2109,2020-02-02,陇南,1,0,0,4,0,0
2110,2020-02-02,娄底,6,0,0,35,1,0
2111,2020-02-02,泸州,1,0,0,7,0,0
2112,2020-02-02,漯河,4,0,0,20,0,0
2113,2020-02-02,马鞍山,1,0,0,28,0,0
2114,2020-02-02,茂名,1,0,0,4,0,0
2115,2020-02-02,眉山,1,0,0,3,0,0
2116,2020-02-02,梅州,1,0,0,7,0,0
2117,2020-02-02,门头沟区,2,0,0,3,0,0
2118,2020-02-02,绵阳,3,1,0,17,1,0
2119,2020-02-02,闵行区,2,0,0,9,0,0
2120,2020-02-02,牡丹江,1,0,0,8,0,0
2121,2020-02-02,南岸区,2,0,0,6,0,0
2122,2020-02-02,南昌,14,3,0,103,4,0
2123,2020-02-02,南充,3,0,0,26,0,0
2124,2020-02-02,南京,5,0,0,40,2,0
2125,2020-02-02,南开区,1,0,0,2,0,0
2126,2020-02-02,南宁,6,0,0,22,0,0
2127,2020-02-02,南平,3,0,0,11,0,0
2128,2020-02-02,南通,2,0,0,19,0,0
2129,2020-02-02,南阳,8,1,0,84,1,2
2130,2020-02-02,内江,1,0,0,12,0,0
2131,2020-02-02,宁波,9,0,0,75,1,0
2132,2020-02-02,宁德,3,0,0,12,0,0
2133,2020-02-02,宁河区,1,0,0,3,0,0
2134,2020-02-02,攀枝花,1,0,0,10,0,0
2135,2020-02-02,盘锦,1,0,0,8,0,0
2136,2020-02-02,平顶山,5,0,0,19,0,0
2137,2020-02-02,萍乡,3,0,0,18,1,0
2138,2020-02-02,莆田,7,0,0,34,0,0
2139,2020-02-02,浦东新区,7,0,0,39,0,0
2140,2020-02-02,普陀区,1,0,0,4,0,0
2141,2020-02-02,七台河,1,0,0,7,0,0
2142,2020-02-02,綦江区,1,0,0,5,0,0
2143,2020-02-02,秦皇岛,1,0,0,2,0,0
2144,2020-02-02,青岛,3,0,0,25,1,0
2145,2020-02-02,清远,0,1,0,6,2,0
2146,2020-02-02,庆阳,1,0,0,1,0,0
2147,2020-02-02,琼海,1,0,0,6,0,0
2148,2020-02-02,衢州,1,0,0,14,0,0
2149,2020-02-02,曲靖,1,1,0,6,1,0
2150,2020-02-02,泉州,2,0,0,31,0,0
2151,2020-02-02,日照,1,0,0,12,0,0
2152,2020-02-02,荣昌区,2,0,0,4,0,0
2153,2020-02-02,三亚,0,3,0,17,4,0
2154,2020-02-02,厦门,1,0,0,19,0,0
2155,2020-02-02,汕头,3,0,0,17,0,0
2156,2020-02-02,汕尾,1,0,0,5,0,0
2157,2020-02-02,商丘,6,0,0,50,3,0
2158,2020-02-02,上饶,13,3,0,32,4,0
2159,2020-02-02,邵阳,2,0,0,51,1,0
2160,2020-02-02,绍兴,3,1,0,30,2,0
2161,2020-02-02,深圳,30,0,0,226,5,0
2162,2020-02-02,十堰,44,2,0,256,2,0
2163,2020-02-02,石家庄,3,0,0,16,0,0
2164,2020-02-02,石景山区,1,0,0,5,0,0
2165,2020-02-02,双鸭山,3,0,0,7,0,0
2166,2020-02-02,四平,3,0,0,5,0,0
2167,2020-02-02,苏州,6,1,0,44,3,0
2168,2020-02-02,绥化,2,0,0,16,0,2
2169,2020-02-02,随州,74,0,2,458,3,5
2170,2020-02-02,台州,9,3,0,109,7,0
2171,2020-02-02,泰安,2,1,0,11,1,0
2172,2020-02-02,泰州,4,0,0,21,0,0
2173,2020-02-02,天门,16,0,3,115,0,10
2174,2020-02-02,天水,5,0,0,8,0,0
2175,2020-02-02,铁岭,1,0,0,3,0,0
2176,2020-02-02,铜川,1,0,0,7,0,0
2177,2020-02-02,铜梁区,3,0,0,7,0,0
2178,2020-02-02,铜陵,2,0,0,18,0,0
2179,2020-02-02,铜仁,3,0,0,6,1,0
2180,2020-02-02,潼南区,1,0,0,3,0,0
2181,2020-02-02,外地来沪,2,0,0,77,5,1
2182,2020-02-02,外地来京,8,0,0,19,0,0
2183,2020-02-02,万州区,10,0,1,49,0,1
2184,2020-02-02,威海,1,0,0,25,2,0
2185,2020-02-02,潍坊,3,0,0,13,0,0
2186,2020-02-02,渭南,1,0,0,7,0,0
2187,2020-02-02,温州,26,5,0,291,15,0
2188,2020-02-02,文昌,1,0,0,1,0,0
2189,2020-02-02,乌兰察布,1,0,0,3,0,0
2190,2020-02-02,乌鲁木齐,2,0,0,10,0,0
2191,2020-02-02,巫山县,1,2,0,7,3,0
2192,2020-02-02,无锡,4,0,0,23,0,0
2193,2020-02-02,芜湖,0,1,0,16,1,0
2194,2020-02-02,武汉,1033,53,41,5142,191,265
2195,2020-02-02,西安,8,0,0,55,0,0
2196,2020-02-02,西城区,9,0,0,26,0,0
2197,2020-02-02,西宁,3,0,0,12,0,0
2198,2020-02-02,西双版纳,1,0,0,13,0,0
2199,2020-02-02,仙桃,29,0,0,169,0,3
2200,2020-02-02,咸宁,50,0,0,296,1,0
2201,2020-02-02,香港,1,0,0,15,0,0
2202,2020-02-02,湘潭,3,3,0,19,3,0
2203,2020-02-02,湘西,0,1,0,6,1,0
2204,2020-02-02,襄阳,107,0,0,548,0,0
2205,2020-02-02,孝感,169,0,0,918,2,14
2206,2020-02-02,新乡,4,0,0,27,0,0
2207,2020-02-02,新余,7,0,0,50,3,0
2208,2020-02-02,信阳,11,4,0,99,4,0
2209,2020-02-02,邢台,4,0,0,14,0,0
2210,2020-02-02,宿迁,1,0,0,9,0,0
2211,2020-02-02,宿州,7,0,0,21,0,0
2212,2020-02-02,徐州,6,0,0,36,0,0
2213,2020-02-02,许昌,2,0,0,15,0,0
2214,2020-02-02,宣城,0,1,0,4,1,0
2215,2020-02-02,烟台,2,0,0,22,0,0
2216,2020-02-02,延庆区,1,0,0,1,0,0
2217,2020-02-02,扬州,1,0,0,14,0,0
2218,2020-02-02,阳泉,1,0,0,1,0,0
2219,2020-02-02,杨浦区,2,0,0,4,0,0
2220,2020-02-02,伊犁州,1,0,0,6,0,0
2221,2020-02-02,宜昌,39,1,0,392,1,1
2222,2020-02-02,宜春,5,0,0,36,1,0
2223,2020-02-02,益阳,3,0,0,30,0,0
2224,2020-02-02,银川,3,0,0,19,0,0
2225,2020-02-02,永川区,0,1,0,3,1,0
2226,2020-02-02,永州,4,0,0,26,2,0
2227,2020-02-02,玉林,1,0,0,8,0,0
2228,2020-02-02,玉溪,1,0,0,12,0,0
2229,2020-02-02,岳阳,17,0,0,70,0,0
2230,2020-02-02,云阳县,0,1,0,18,1,0
2231,2020-02-02,运城,3,1,0,13,1,0
2232,2020-02-02,枣庄,1,0,0,15,0,0
2233,2020-02-02,漳州,1,0,0,13,0,0
2234,2020-02-02,长春,4,0,0,17,1,0
2235,2020-02-02,长沙,13,0,0,125,2,0
2236,2020-02-02,长寿区,1,0,0,11,0,0
2237,2020-02-02,昭通,2,0,0,8,0,0
2238,2020-02-02,郑州,7,3,0,72,6,0
2239,2020-02-02,中山,4,0,0,25,0,0
2240,2020-02-02,忠县,3,0,0,15,0,0
2241,2020-02-02,舟山,0,1,0,7,2,0
2242,2020-02-02,周口,7,1,0,47,1,0
2243,2020-02-02,珠海,10,0,0,51,1,0
2244,2020-02-02,株洲,1,1,0,26,1,0
2245,2020-02-02,驻马店,12,0,0,58,0,0
2246,2020-02-02,遵义,3,0,0,8,0,0
2247,2020-02-03,安庆,8,0,0,55,0,0
2248,2020-02-03,安阳,4,0,0,33,0,0
2249,2020-02-03,澳门,2,0,0,10,0,0
2250,2020-02-03,巴南区,1,0,0,3,0,0
2251,2020-02-03,蚌埠,6,0,0,43,0,0
2252,2020-02-03,宝坻区,6,0,0,11,0,0
2253,2020-02-03,宝鸡,2,0,0,10,0,0
2254,2020-02-03,宝山区,1,0,0,11,0,0
2255,2020-02-03,北海,1,0,0,27,0,0
2256,2020-02-03,北京-待明确,0,11,0,0,30,1
2257,2020-02-03,毕节,4,0,0,8,0,0
2258,2020-02-03,滨州,1,0,0,11,0,0
2259,2020-02-03,兵团第六师,1,0,0,1,0,0
2260,2020-02-03,亳州,9,0,0,48,2,0
2261,2020-02-03,沧州,1,0,0,20,0,1
2262,2020-02-03,昌吉州,1,0,0,1,0,0
2263,2020-02-03,昌平区,1,0,0,14,0,0
2264,2020-02-03,常德,5,0,0,50,0,0
2265,2020-02-03,常州,4,0,0,19,0,0
2266,2020-02-03,朝阳区,5,0,0,36,0,0
2267,2020-02-03,郴州,1,0,0,22,1,0
2268,2020-02-03,成都,10,0,0,87,10,1
2269,2020-02-03,承德,1,0,0,3,0,0
2270,2020-02-03,城口县,1,0,0,2,0,0
2271,2020-02-03,澄迈,1,0,0,3,0,1
2272,2020-02-03,池州,4,1,0,10,1,0
2273,2020-02-03,滁州,3,2,0,11,2,0
2274,2020-02-03,楚雄,1,0,0,3,0,0
2275,2020-02-03,达州,2,1,0,13,1,0
2276,2020-02-03,大渡口区,1,0,0,7,0,0
2277,2020-02-03,大兴区,1,0,0,29,2,0
2278,2020-02-03,大足区,2,0,0,7,0,0
2279,2020-02-03,儋州,1,0,0,8,0,0
2280,2020-02-03,德宏州,1,0,0,5,0,0
2281,2020-02-03,德阳,2,0,0,12,0,0
2282,2020-02-03,垫江县,1,1,0,13,1,0
2283,2020-02-03,定安,2,0,0,3,0,0
2284,2020-02-03,东莞,6,0,0,37,0,0
2285,2020-02-03,鄂州,26,2,3,332,4,18
2286,2020-02-03,恩施州,12,0,0,123,5,0
2287,2020-02-03,防城港,2,0,0,11,1,0
2288,2020-02-03,房山区,1,0,0,5,0,0
2289,2020-02-03,丰都县,1,0,0,6,1,0
2290,2020-02-03,丰台区,1,0,0,18,0,0
2291,2020-02-03,佛山,3,0,0,46,1,0
2292,2020-02-03,福州,6,0,0,53,0,0
2293,2020-02-03,抚州,5,0,0,34,0,0
2294,2020-02-03,阜新,2,0,0,5,0,0
2295,2020-02-03,阜阳,14,0,0,79,0,0
2296,2020-02-03,甘孜,2,0,0,8,0,0
2297,2020-02-03,赣州,7,0,0,42,1,0
2298,2020-02-03,广安,3,0,0,24,1,0
2299,2020-02-03,广元,1,0,0,6,0,0
2300,2020-02-03,广州,27,0,0,216,3,0
2301,2020-02-03,贵阳,3,0,0,10,1,0
2302,2020-02-03,桂林,0,4,0,24,4,0
2303,2020-02-03,哈尔滨,18,0,0,63,2,0
2304,2020-02-03,海北州,2,0,0,3,0,0
2305,2020-02-03,海淀区,3,0,0,45,0,0
2306,2020-02-03,海口,1,0,0,14,0,0
2307,2020-02-03,邯郸,3,0,0,14,0,0
2308,2020-02-03,汉中,1,0,0,16,0,0
2309,2020-02-03,杭州,13,4,0,131,6,0
2310,2020-02-03,合肥,6,3,0,81,5,0
2311,2020-02-03,和平区,1,0,0,5,0,0
2312,2020-02-03,河池,2,0,0,8,0,0
2313,2020-02-03,菏泽,1,0,0,10,0,0
2314,2020-02-03,鹤壁,2,0,0,10,0,0
2315,2020-02-03,鹤岗,1,0,0,2,0,0
2316,2020-02-03,衡水,1,0,0,5,0,0
2317,2020-02-03,衡阳,3,1,0,35,4,0
2318,2020-02-03,呼伦贝尔,1,0,0,3,1,0
2319,2020-02-03,湖州,0,1,0,9,1,0
2320,2020-02-03,怀化,3,0,0,35,1,0
2321,2020-02-03,淮安,4,0,0,22,1,0
2322,2020-02-03,淮北,3,0,0,11,0,0
2323,2020-02-03,淮南,1,0,0,8,0,0
2324,2020-02-03,黄冈,176,9,2,1422,43,19
2325,2020-02-03,黄石,71,1,0,405,10,2
2326,2020-02-03,惠州,1,0,0,29,1,0
2327,2020-02-03,鸡西,3,0,0,9,0,0
2328,2020-02-03,吉安,2,0,0,15,1,0
2329,2020-02-03,吉林,1,0,0,5,0,0
2330,2020-02-03,济南,3,0,0,25,0,0
2331,2020-02-03,济宁,3,0,0,21,1,0
2332,2020-02-03,嘉定区,1,0,0,3,0,0
2333,2020-02-03,嘉兴,4,0,0,23,0,0
2334,2020-02-03,江门,2,0,0,6,0,0
2335,2020-02-03,焦作,4,1,0,12,1,0
2336,2020-02-03,金华,4,0,0,40,6,0
2337,2020-02-03,晋城,1,0,0,7,0,0
2338,2020-02-03,晋中,4,0,0,19,0,0
2339,2020-02-03,荆门,55,0,3,400,6,14
2340,2020-02-03,荆州,114,3,1,613,7,7
2341,2020-02-03,景德镇,1,0,0,4,1,0
2342,2020-02-03,九江,14,0,0,78,2,0
2343,2020-02-03,九龙坡区,2,0,0,15,0,1
2344,2020-02-03,开封,1,0,0,12,0,0
2345,2020-02-03,开州区,1,0,0,18,0,0
2346,2020-02-03,昆明,2,0,0,34,0,0
2347,2020-02-03,兰州,2,0,0,28,2,0
2348,2020-02-03,连云港,3,0,0,17,1,0
2349,2020-02-03,两江新区,1,0,0,13,0,0
2350,2020-02-03,辽源,3,0,0,3,0,0
2351,2020-02-03,聊城,1,0,0,10,0,0
2352,2020-02-03,临沂,3,1,0,27,1,0
2353,2020-02-03,柳州,1,0,0,15,0,0
2354,2020-02-03,六安,10,0,0,30,1,0
2355,2020-02-03,龙岩,1,0,0,2,0,0
2356,2020-02-03,娄底,5,1,0,40,2,0
2357,2020-02-03,泸州,2,0,0,9,0,0
2358,2020-02-03,洛阳,5,1,0,12,1,0
2359,2020-02-03,漯河,3,0,0,23,0,0
2360,2020-02-03,茂名,1,0,0,5,0,0
2361,2020-02-03,眉山,2,0,0,5,0,0
2362,2020-02-03,梅州,2,0,0,9,0,0
2363,2020-02-03,闵行区,1,0,0,10,0,0
2364,2020-02-03,南岸区,1,0,0,7,0,0
2365,2020-02-03,南昌,18,0,0,121,4,0
2366,2020-02-03,南充,1,0,0,27,0,0
2367,2020-02-03,南京,4,0,0,44,2,0
2368,2020-02-03,南开区,1,0,0,3,0,0
2369,2020-02-03,南宁,5,0,0,27,0,0
2370,2020-02-03,南通,3,0,0,22,0,0
2371,2020-02-03,南阳,15,0,0,99,1,2
2372,2020-02-03,内江,3,0,0,15,0,0
2373,2020-02-03,宁波,27,0,0,102,1,0
2374,2020-02-03,宁河区,1,0,0,4,0,0
2375,2020-02-03,彭水县,2,0,0,2,0,0
2376,2020-02-03,平顶山,9,0,0,28,0,0
2377,2020-02-03,萍乡,2,0,0,20,1,0
2378,2020-02-03,莆田,3,1,0,37,1,0
2379,2020-02-03,濮阳,1,0,0,4,0,0
2380,2020-02-03,浦东新区,1,0,0,40,0,0
2381,2020-02-03,普陀区,2,0,0,6,0,0
2382,2020-02-03,七台河,1,0,0,8,0,0
2383,2020-02-03,齐齐哈尔,3,0,0,6,0,0
2384,2020-02-03,綦江区,5,0,0,10,0,0
2385,2020-02-03,潜江,9,0,0,44,0,1
2386,2020-02-03,黔南州,1,0,0,6,0,0
2387,2020-02-03,黔西南州,1,0,0,2,0,0
2388,2020-02-03,钦州,1,0,0,3,0,0
2389,2020-02-03,青岛,4,0,0,29,1,0
2390,2020-02-03,清远,2,0,0,8,2,0
2391,2020-02-03,曲靖,2,0,0,8,1,0
2392,2020-02-03,泉州,4,0,0,35,0,0
2393,2020-02-03,日照,2,0,0,14,0,0
2394,2020-02-03,荣昌区,3,0,0,7,0,0
2395,2020-02-03,三亚,1,0,0,18,4,0
2396,2020-02-03,厦门,1,0,0,20,0,0
2397,2020-02-03,汕头,1,0,0,18,0,0
2398,2020-02-03,商洛,3,0,0,5,0,0
2399,2020-02-03,商丘,10,0,0,60,3,0
2400,2020-02-03,上饶,18,0,0,50,4,0
2401,2020-02-03,韶关,1,0,0,6,0,0
2402,2020-02-03,邵阳,4,0,0,55,1,0
2403,2020-02-03,绍兴,0,1,0,30,3,0
2404,2020-02-03,深圳,43,5,0,269,10,0
2405,2020-02-03,神农架,3,0,0,10,2,0
2406,2020-02-03,沈阳,2,0,0,15,0,0
2407,2020-02-03,十堰,35,4,0,291,6,0
2408,2020-02-03,石家庄,5,0,0,21,0,0
2409,2020-02-03,石景山区,1,0,0,6,0,0
2410,2020-02-03,石柱县,2,0,0,12,0,0
2411,2020-02-03,石嘴山,1,0,0,1,0,0
2412,2020-02-03,双鸭山,5,0,0,12,0,0
2413,2020-02-03,四平,5,0,0,10,0,0
2414,2020-02-03,苏州,8,0,0,52,3,0
2415,2020-02-03,绥化,6,0,0,22,0,2
2416,2020-02-03,随州,183,0,1,641,3,6
2417,2020-02-03,遂宁,0,1,0,5,1,0
2418,2020-02-03,台州,6,4,0,115,11,0
2419,2020-02-03,泰安,1,0,0,12,1,0
2420,2020-02-03,泰州,2,0,0,23,0,0
2421,2020-02-03,天门,2,0,0,117,0,10
2422,2020-02-03,天水,2,0,0,10,0,0
2423,2020-02-03,铜陵,1,1,0,19,1,0
2424,2020-02-03,潼南区,1,0,0,4,0,0
2425,2020-02-03,外地来沪,3,0,0,80,5,1
2426,2020-02-03,外地来津,2,0,0,6,0,0
2427,2020-02-03,外地来京,1,0,0,20,0,0
2428,2020-02-03,万宁,3,0,0,11,0,0
2429,2020-02-03,万州区,7,0,0,56,0,1
2430,2020-02-03,温州,49,2,0,340,17,0
2431,2020-02-03,文山,1,0,0,1,0,0
2432,2020-02-03,乌鲁木齐,2,0,0,12,0,0
2433,2020-02-03,巫山县,0,1,0,7,4,0
2434,2020-02-03,无锡,2,1,0,25,1,0
2435,2020-02-03,芜湖,5,0,0,21,1,0
2436,2020-02-03,梧州,0,1,0,5,2,0
2437,2020-02-03,武汉,1242,79,48,6384,270,313
2438,2020-02-03,西安,5,1,0,60,1,0
2439,2020-02-03,西城区,2,0,0,28,0,0
2440,2020-02-03,西青区,1,0,0,3,0,0
2441,2020-02-03,西双版纳,0,1,0,13,1,0
2442,2020-02-03,仙桃,19,0,0,188,0,3
2443,2020-02-03,咸宁,52,0,0,348,1,0
2444,2020-02-03,咸阳,3,0,0,12,0,0
2445,2020-02-03,湘潭,2,0,0,21,3,0
2446,2020-02-03,襄阳,84,0,1,632,0,1
2447,2020-02-03,孝感,202,2,3,1120,4,17
2448,2020-02-03,新乡,6,0,0,33,0,0
2449,2020-02-03,新余,9,0,0,59,3,0
2450,2020-02-03,信阳,13,0,0,112,4,0
2451,2020-02-03,邢台,2,0,0,16,0,0
2452,2020-02-03,宿迁,1,0,0,10,0,0
2453,2020-02-03,宿州,2,0,0,23,0,0
2454,2020-02-03,徐汇区,4,0,0,11,0,0
2455,2020-02-03,徐州,3,0,0,39,0,0
2456,2020-02-03,许昌,4,0,0,19,0,0
2457,2020-02-03,烟台,4,0,0,26,0,0
2458,2020-02-03,延边,1,0,0,3,0,0
2459,2020-02-03,扬州,1,0,0,15,0,0
2460,2020-02-03,阳江,2,0,0,12,0,0
2461,2020-02-03,杨浦区,1,0,0,5,0,0
2462,2020-02-03,伊犁州,1,0,0,7,0,0
2463,2020-02-03,宜昌,60,1,2,452,2,3
2464,2020-02-03,宜春,9,1,0,45,2,0
2465,2020-02-03,益阳,5,1,0,35,1,0
2466,2020-02-03,银川,1,1,0,20,1,0
2467,2020-02-03,永州,0,3,0,26,5,0
2468,2020-02-03,渝中区,4,0,0,13,0,0
2469,2020-02-03,玉溪,0,1,0,12,1,0
2470,2020-02-03,岳阳,13,0,0,83,0,0
2471,2020-02-03,运城,3,0,0,16,1,0
2472,2020-02-03,枣庄,1,0,0,16,0,0
2473,2020-02-03,湛江,1,0,0,15,1,0
2474,2020-02-03,长春,1,0,0,18,1,0
2475,2020-02-03,长宁区,1,0,0,8,0,0
2476,2020-02-03,长沙,23,0,0,148,2,0
2477,2020-02-03,长寿区,1,0,0,12,0,0
2478,2020-02-03,昭通,1,0,0,9,0,0
2479,2020-02-03,肇庆,3,0,0,10,1,0
2480,2020-02-03,镇江,2,0,0,5,0,0
2481,2020-02-03,郑州,13,0,0,85,6,0
2482,2020-02-03,中山,6,0,0,31,0,0
2483,2020-02-03,中卫,1,0,0,3,0,0
2484,2020-02-03,周口,5,0,0,52,1,0
2485,2020-02-03,珠海,13,0,0,64,1,0
2486,2020-02-03,株洲,8,0,0,34,1,0
2487,2020-02-03,驻马店,14,0,0,72,0,0
2488,2020-02-03,遵义,1,0,0,9,0,0
2489,2020-02-04,安康,2,0,0,19,0,0
2490,2020-02-04,安庆,1,3,0,56,3,0
2491,2020-02-04,安顺,1,0,0,3,0,0
2492,2020-02-04,安阳,2,1,0,35,1,0
2493,2020-02-04,巴彦淖尔,1,0,0,4,0,0
2494,2020-02-04,巴中,3,0,0,15,0,0
2495,2020-02-04,蚌埠,5,0,0,48,0,0
2496,2020-02-04,包头,1,0,0,7,0,0
2497,2020-02-04,宝坻区,2,0,0,13,0,0
2498,2020-02-04,宝山区,1,0,0,12,0,0
2499,2020-02-04,保定,4,0,0,17,2,0
2500,2020-02-04,保亭,2,0,0,2,0,0
2501,2020-02-04,北海,2,2,0,29,2,0
2502,2020-02-04,北京-待明确,0,1,0,0,31,1
2503,2020-02-04,毕节,3,0,0,11,0,0
2504,2020-02-04,滨州,0,2,0,11,2,0
2505,2020-02-04,亳州,10,0,0,58,2,0
2506,2020-02-04,昌吉州,1,0,0,2,0,0
2507,2020-02-04,昌平区,1,0,0,15,0,0
2508,2020-02-04,常德,6,3,0,56,3,0
2509,2020-02-04,常州,5,2,0,24,2,0
2510,2020-02-04,朝阳区,7,0,0,43,0,0
2511,2020-02-04,郴州,2,0,0,24,1,0
2512,2020-02-04,成都,5,7,0,92,17,1
2513,2020-02-04,承德,1,0,0,4,0,0
2514,2020-02-04,澄迈,1,0,0,4,0,1
2515,2020-02-04,池州,1,0,0,11,1,0
2516,2020-02-04,赤峰,1,0,0,3,0,0
2517,2020-02-04,崇明区,1,0,0,2,0,0
2518,2020-02-04,楚雄,1,0,0,4,0,0
2519,2020-02-04,达州,4,0,0,17,1,0
2520,2020-02-04,大连,1,1,0,13,2,0
2521,2020-02-04,垫江县,2,0,0,15,1,0
2522,2020-02-04,东城区,4,0,0,6,0,0
2523,2020-02-04,东方,1,0,0,2,0,0
2524,2020-02-04,东莞,7,0,0,44,0,0
2525,2020-02-04,鄂尔多斯,2,0,0,11,0,0
2526,2020-02-04,鄂州,50,2,0,382,6,18
2527,2020-02-04,恩施州,15,1,0,138,6,0
2528,2020-02-04,防城港,2,0,0,13,1,0
2529,2020-02-04,房山区,6,0,0,11,0,0
2530,2020-02-04,丰台区,2,0,0,20,0,0
2531,2020-02-04,奉节县,0,1,0,9,1,0
2532,2020-02-04,奉贤区,1,0,0,4,0,0
2533,2020-02-04,佛山,3,0,0,49,1,0
2534,2020-02-04,涪陵区,1,0,0,3,0,0
2535,2020-02-04,福州,2,2,0,55,2,0
2536,2020-02-04,抚州,10,1,0,44,1,0
2537,2020-02-04,阜新,2,0,0,7,0,0
2538,2020-02-04,阜阳,5,3,0,84,3,0
2539,2020-02-04,甘孜,2,0,0,10,0,0
2540,2020-02-04,赣州,6,0,0,48,1,0
2541,2020-02-04,高新区,1,0,0,2,0,0
2542,2020-02-04,广州,21,4,0,237,7,0
2543,2020-02-04,贵阳,2,0,0,12,1,0
2544,2020-02-04,桂林,2,0,0,26,4,0
2545,2020-02-04,哈尔滨,10,2,0,73,4,0
2546,2020-02-04,海口,2,0,0,16,0,0
